model,task_id,lite_index,selected_attempt,run_ref,task_version,result_basis,raw_result,adopted_result,evaluation_status,raw_score,adopted_score,score_basis,steps,duration_s,termination_reason,device_count,device_types,device_instances,metadata_ref,summary_ref,result_ref,recorded_launch_commit,status,selection_stage,task_snapshot_available,materialized_snapshot_available,trajectory_available,evaluator_trace_available
Kimi K2.6,al2_alarm_calc_email,11,worker-worktrees/all-task-update-intergration-sync-20260826/runs/kimi-k2.6-lite/core200_20260826/run_01/011_al2_alarm_calc_email,worker-worktrees/all-task-update-intergration-sync-20260826/runs/kimi-k2.6-lite/core200_20260826/run_01/run_metadata.json,worker-worktrees/all-task-update-intergration-sync-20260826/runs/kimi-k2.6-lite/core200_20260826/run_01/011_al2_alarm_calc_email/config/task.json,formal_run_01: formal runner summary; archived incomplete attempts excluded,FAIL,FAIL,recorded_automatic_result; no applicable confirmed rescoring record located,0,0,selected-attempt result.json; no new scoring or reinterpretation,12,1850.118,time_limit,3,android+linux,android_0:android;linux_0:linux;linux_1:linux,worker-worktrees/all-task-update-intergration-sync-20260826/runs/kimi-k2.6-lite/core200_20260826/experiment_metadata.json,worker-worktrees/all-task-update-intergration-sync-20260826/runs/kimi-k2.6-lite/core200_20260826/run_01/summary.json,worker-worktrees/all-task-update-intergration-sync-20260826/runs/kimi-k2.6-lite/core200_20260826/run_01/011_al2_alarm_calc_email/result.json,1e053e2cf7955b4a2c4aafbe5136ea918276eaec,completed,formal_run_01,true,true,true,true
Kimi K2.6,a2l_contact_otp_web_form,12,worker-worktrees/all-task-update-intergration-sync-20260826/runs/kimi-k2.6-lite/core200_20260826/run_01/012_a2l_contact_otp_web_form,worker-worktrees/all-task-update-intergration-sync-20260826/runs/kimi-k2.6-lite/core200_20260826/run_01/run_metadata.json,worker-worktrees/all-task-update-intergration-sync-20260826/runs/kimi-k2.6-lite/core200_20260826/run_01/012_a2l_contact_otp_web_form/config/task.json,formal_run_01: formal runner summary; archived incomplete attempts excluded,FAIL,FAIL,recorded_automatic_result; no applicable confirmed rescoring record located,0,0,selected-attempt result.json; no new scoring or reinterpretation,25,2040.556,time_limit,3,android+linux,android_0:android;android_1:android;linux_0:linux,worker-worktrees/all-task-update-intergration-sync-20260826/runs/kimi-k2.6-lite/core200_20260826/experiment_metadata.json,worker-worktrees/all-task-update-intergration-sync-20260826/runs/kimi-k2.6-lite/core200_20260826/run_01/summary.json,worker-worktrees/all-task-update-intergration-sync-20260826/runs/kimi-k2.6-lite/core200_20260826/run_01/012_a2l_contact_otp_web_form/result.json,1e053e2cf7955b4a2c4aafbe5136ea918276eaec,completed,formal_run_01,true,true,true,true
Kimi K2.6,al_thunderbird_attachment_to_tasks,13,worker-worktrees/all-task-update-intergration-sync-20260826/runs/kimi-k2.6-lite/core200_20260826/run_01/013_al_thunderbird_attachment_to_tasks,worker-worktrees/all-task-update-intergration-sync-20260826/runs/kimi-k2.6-lite/core200_20260826/run_01/run_metadata.json,worker-worktrees/all-task-update-intergration-sync-20260826/runs/kimi-k2.6-lite/core200_20260826/run_01/013_al_thunderbird_attachment_to_tasks/config/task.json,formal_run_01: formal runner summary; archived incomplete attempts excluded,FAIL,FAIL,recorded_automatic_result; no applicable confirmed rescoring record located,0,0,selected-attempt result.json; no new scoring or reinterpretation,35,1363.444,done,2,android+linux,android_0:android;linux_0:linux,worker-worktrees/all-task-update-intergration-sync-20260826/runs/kimi-k2.6-lite/core200_20260826/experiment_metadata.json,worker-worktrees/all-task-update-intergration-sync-20260826/runs/kimi-k2.6-lite/core200_20260826/run_01/summary.json,worker-worktrees/all-task-update-intergration-sync-20260826/runs/kimi-k2.6-lite/core200_20260826/run_01/013_al_thunderbird_attachment_to_tasks/result.json,1e053e2cf7955b4a2c4aafbe5136ea918276eaec,completed,formal_run_01,true,true,true,true
Kimi K2.6,l2_vscode_settings_update,14,worker-worktrees/all-task-update-intergration-sync-20260826/runs/kimi-k2.6-lite/core200_20260826/run_01/014_l2_vscode_settings_update,worker-worktrees/all-task-update-intergration-sync-20260826/runs/kimi-k2.6-lite/core200_20260826/run_01/run_metadata.json,worker-worktrees/all-task-update-intergration-sync-20260826/runs/kimi-k2.6-lite/core200_20260826/run_01/014_l2_vscode_settings_update/config/task.json,formal_run_01: formal runner summary; archived incomplete attempts excluded,PASS,PASS,recorded_automatic_result; no applicable confirmed rescoring record located,1,1,selected-attempt result.json; no new scoring or reinterpretation,19,972.511,done,2,linux,linux_0:linux;linux_1:linux,worker-worktrees/all-task-update-intergration-sync-20260826/runs/kimi-k2.6-lite/core200_20260826/experiment_metadata.json,worker-worktrees/all-task-update-intergration-sync-20260826/runs/kimi-k2.6-lite/core200_20260826/run_01/summary.json,worker-worktrees/all-task-update-intergration-sync-20260826/runs/kimi-k2.6-lite/core200_20260826/run_01/014_l2_vscode_settings_update/result.json,1e053e2cf7955b4a2c4aafbe5136ea918276eaec,completed,formal_run_01,true,true,true,true
Kimi K2.6,a2l_media_manifest,15,worker-worktrees/all-task-update-intergration-sync-20260826/runs/kimi-k2.6-lite/core200_20260826/run_01/015_a2l_media_manifest,worker-worktrees/all-task-update-intergration-sync-20260826/runs/kimi-k2.6-lite/core200_20260826/run_01/run_metadata.json,worker-worktrees/all-task-update-intergration-sync-20260826/runs/kimi-k2.6-lite/core200_20260826/run_01/015_a2l_media_manifest/config/task.json,formal_run_01: formal runner summary; archived incomplete attempts excluded,FAIL,FAIL,recorded_automatic_result; no applicable confirmed rescoring record located,0,0,selected-attempt result.json; no new scoring or reinterpretation,18,1940.184,time_limit,3,android+linux,android_0:android;android_1:android;linux_0:linux,worker-worktrees/all-task-update-intergration-sync-20260826/runs/kimi-k2.6-lite/core200_20260826/experiment_metadata.json,worker-worktrees/all-task-update-intergration-sync-20260826/runs/kimi-k2.6-lite/core200_20260826/run_01/summary.json,worker-worktrees/all-task-update-intergration-sync-20260826/runs/kimi-k2.6-lite/core200_20260826/run_01/015_a2l_media_manifest/result.json,1e053e2cf7955b4a2c4aafbe5136ea918276eaec,completed,formal_run_01,true,true,true,true
Kimi K2.6,a2_alarm_conflict_log,16,worker-worktrees/all-task-update-intergration-sync-20260826/runs/kimi-k2.6-lite/core200_20260826/run_01/016_a2_alarm_conflict_log,worker-worktrees/all-task-update-intergration-sync-20260826/runs/kimi-k2.6-lite/core200_20260826/run_01/run_metadata.json,worker-worktrees/all-task-update-intergration-sync-20260826/runs/kimi-k2.6-lite/core200_20260826/run_01/016_a2_alarm_conflict_log/config/task.json,formal_run_01: formal runner summary; archived incomplete attempts excluded,FAIL,FAIL,recorded_automatic_result; no applicable confirmed rescoring record located,0.3333333333333333,0.3333333333333333,selected-attempt result.json; no new scoring or reinterpretation,25,1927.74,time_limit,2,android,android_0:android;android_1:android,worker-worktrees/all-task-update-intergration-sync-20260826/runs/kimi-k2.6-lite/core200_20260826/experiment_metadata.json,worker-worktrees/all-task-update-intergration-sync-20260826/runs/kimi-k2.6-lite/core200_20260826/run_01/summary.json,worker-worktrees/all-task-update-intergration-sync-20260826/runs/kimi-k2.6-lite/core200_20260826/run_01/016_a2_alarm_conflict_log/result.json,1e053e2cf7955b4a2c4aafbe5136ea918276eaec,completed,formal_run_01,true,true,true,true
Kimi K2.6,al_writer_from_note_gui,17,worker-worktrees/all-task-update-intergration-sync-20260826/runs/kimi-k2.6-lite/core200_20260826/run_01/017_al_writer_from_note_gui,worker-worktrees/all-task-update-intergration-sync-20260826/runs/kimi-k2.6-lite/core200_20260826/run_01/run_metadata.json,worker-worktrees/all-task-update-intergration-sync-20260826/runs/kimi-k2.6-lite/core200_20260826/run_01/017_al_writer_from_note_gui/config/task.json,formal_run_01: formal runner summary; archived incomplete attempts excluded,FAIL,FAIL,recorded_automatic_result; no applicable confirmed rescoring record located,0,0,selected-attempt result.json; no new scoring or reinterpretation,50,1389.656,max_steps,2,android+linux,android_0:android;linux_0:linux,worker-worktrees/all-task-update-intergration-sync-20260826/runs/kimi-k2.6-lite/core200_20260826/experiment_metadata.json,worker-worktrees/all-task-update-intergration-sync-20260826/runs/kimi-k2.6-lite/core200_20260826/run_01/summary.json,worker-worktrees/all-task-update-intergration-sync-20260826/runs/kimi-k2.6-lite/core200_20260826/run_01/017_al_writer_from_note_gui/result.json,1e053e2cf7955b4a2c4aafbe5136ea918276eaec,completed,formal_run_01,true,true,true,true
Kimi K2.6,al_playlist_from_csv,18,worker-worktrees/all-task-update-intergration-sync-20260826/runs/kimi-k2.6-lite/core200_20260826/run_01/018_al_playlist_from_csv,worker-worktrees/all-task-update-intergration-sync-20260826/runs/kimi-k2.6-lite/core200_20260826/run_01/run_metadata.json,worker-worktrees/all-task-update-intergration-sync-20260826/runs/kimi-k2.6-lite/core200_20260826/run_01/018_al_playlist_from_csv/config/task.json,formal_run_01: formal runner summary; archived incomplete attempts excluded,FAIL,FAIL,recorded_automatic_result; no applicable confirmed rescoring record located,0,0,selected-attempt result.json; no new scoring or reinterpretation,26,1931.041,time_limit,2,android+linux,android_0:android;linux_0:linux,worker-worktrees/all-task-update-intergration-sync-20260826/runs/kimi-k2.6-lite/core200_20260826/experiment_metadata.json,worker-worktrees/all-task-update-intergration-sync-20260826/runs/kimi-k2.6-lite/core200_20260826/run_01/summary.json,worker-worktrees/all-task-update-intergration-sync-20260826/runs/kimi-k2.6-lite/core200_20260826/run_01/018_al_playlist_from_csv/result.json,1e053e2cf7955b4a2c4aafbe5136ea918276eaec,completed,formal_run_01,true,true,true,true
Kimi K2.6,a2l2_vscode_web_music_final_gate,19,worker-worktrees/all-task-update-intergration-sync-20260826/runs/kimi-k2.6-lite/core200_20260826/run_01/019_a2l2_vscode_web_music_final_gate,worker-worktrees/all-task-update-intergration-sync-20260826/runs/kimi-k2.6-lite/core200_20260826/run_01/run_metadata.json,worker-worktrees/all-task-update-intergration-sync-20260826/runs/kimi-k2.6-lite/core200_20260826/run_01/019_a2l2_vscode_web_music_final_gate/config/task.json,formal_run_01: formal runner summary; archived incomplete attempts excluded,FAIL,FAIL,recorded_automatic_result; no applicable confirmed rescoring record located,0,0,selected-attempt result.json; no new scoring or reinterpretation,50,1735.268,max_steps,4,android+linux,android_0:android;android_1:android;linux_0:linux;linux_1:linux,worker-worktrees/all-task-update-intergration-sync-20260826/runs/kimi-k2.6-lite/core200_20260826/experiment_metadata.json,worker-worktrees/all-task-update-intergration-sync-20260826/runs/kimi-k2.6-lite/core200_20260826/run_01/summary.json,worker-worktrees/all-task-update-intergration-sync-20260826/runs/kimi-k2.6-lite/core200_20260826/run_01/019_a2l2_vscode_web_music_final_gate/result.json,1e053e2cf7955b4a2c4aafbe5136ea918276eaec,completed,formal_run_01,true,true,true,true
Kimi K2.6,al2_mail_calc_alarm_sync,20,worker-worktrees/all-task-update-intergration-sync-20260826/runs/kimi-k2.6-lite/core200_20260826/run_01/020_al2_mail_calc_alarm_sync,worker-worktrees/all-task-update-intergration-sync-20260826/runs/kimi-k2.6-lite/core200_20260826/run_01/run_metadata.json,worker-worktrees/all-task-update-intergration-sync-20260826/runs/kimi-k2.6-lite/core200_20260826/run_01/020_al2_mail_calc_alarm_sync/config/task.json,formal_run_01: formal runner summary; archived incomplete attempts excluded,FAIL,FAIL,recorded_automatic_result; no applicable confirmed rescoring record located,0.3333333333333333,0.3333333333333333,selected-attempt result.json; no new scoring or reinterpretation,40,1865.787,time_limit,3,android+linux,android_0:android;linux_0:linux;linux_1:linux,worker-worktrees/all-task-update-intergration-sync-20260826/runs/kimi-k2.6-lite/core200_20260826/experiment_metadata.json,worker-worktrees/all-task-update-intergration-sync-20260826/runs/kimi-k2.6-lite/core200_20260826/run_01/summary.json,worker-worktrees/all-task-update-intergration-sync-20260826/runs/kimi-k2.6-lite/core200_20260826/run_01/020_al2_mail_calc_alarm_sync/result.json,1e053e2cf7955b4a2c4aafbe5136ea918276eaec,completed,formal_run_01,true,true,true,true
Kimi K2.6,al_map_audio_packet,21,worker-worktrees/all-task-update-intergration-sync-20260826/runs/kimi-k2.6-lite/core200_20260826/run_01/021_al_map_audio_packet,worker-worktrees/all-task-update-intergration-sync-20260826/runs/kimi-k2.6-lite/core200_20260826/run_01/run_metadata.json,worker-worktrees/all-task-update-intergration-sync-20260826/runs/kimi-k2.6-lite/core200_20260826/run_01/021_al_map_audio_packet/config/task.json,formal_run_01: formal runner summary; archived incomplete attempts excluded,FAIL,FAIL,recorded_automatic_result; no applicable confirmed rescoring record located,0,0,selected-attempt result.json; no new scoring or reinterpretation,41,1931.773,time_limit,2,android+linux,android_0:android;linux_0:linux,worker-worktrees/all-task-update-intergration-sync-20260826/runs/kimi-k2.6-lite/core200_20260826/experiment_metadata.json,worker-worktrees/all-task-update-intergration-sync-20260826/runs/kimi-k2.6-lite/core200_20260826/run_01/summary.json,worker-worktrees/all-task-update-intergration-sync-20260826/runs/kimi-k2.6-lite/core200_20260826/run_01/021_al_map_audio_packet/result.json,1e053e2cf7955b4a2c4aafbe5136ea918276eaec,completed,formal_run_01,true,true,true,true
Kimi K2.6,a2l_audio_thunderbird_draft,22,worker-worktrees/all-task-update-intergration-sync-20260826/runs/kimi-k2.6-lite/core200_20260826/post_repair_retry_20260830/per_task/022_a2l_audio_thunderbird_draft/022_a2l_audio_thunderbird_draft,worker-worktrees/all-task-update-intergration-sync-20260826/runs/kimi-k2.6-lite/core200_20260826/post_repair_retry_20260830/per_task/022_a2l_audio_thunderbird_draft/run_metadata.json,worker-worktrees/all-task-update-intergration-sync-20260826/runs/kimi-k2.6-lite/core200_20260826/post_repair_retry_20260830/per_task/022_a2l_audio_thunderbird_draft/022_a2l_audio_thunderbird_draft/config/task.json,post_repair_retry: post_repair_retry_20260830/run_retry_queue.sh; task 096 final resume retained by its summary,FAIL,FAIL,recorded_automatic_result; no applicable confirmed rescoring record located,0,0,selected-attempt result.json; no new scoring or reinterpretation,20,1810.025,time_limit,3,android+linux,android_0:android;android_1:android;linux_0:linux,worker-worktrees/all-task-update-intergration-sync-20260826/runs/kimi-k2.6-lite/core200_20260826/experiment_metadata.json,worker-worktrees/all-task-update-intergration-sync-20260826/runs/kimi-k2.6-lite/core200_20260826/post_repair_retry_20260830/per_task/022_a2l_audio_thunderbird_draft/summary.json,worker-worktrees/all-task-update-intergration-sync-20260826/runs/kimi-k2.6-lite/core200_20260826/post_repair_retry_20260830/per_task/022_a2l_audio_thunderbird_draft/022_a2l_audio_thunderbird_draft/result.json,1e053e2cf7955b4a2c4aafbe5136ea918276eaec,completed,post_repair_retry,true,true,true,true
Kimi K2.6,al_camera_web_upload_form,23,worker-worktrees/all-task-update-intergration-sync-20260826/runs/kimi-k2.6-lite/core200_20260826/run_01/023_al_camera_web_upload_form,worker-worktrees/all-task-update-intergration-sync-20260826/runs/kimi-k2.6-lite/core200_20260826/run_01/run_metadata.json,worker-worktrees/all-task-update-intergration-sync-20260826/runs/kimi-k2.6-lite/core200_20260826/run_01/023_al_camera_web_upload_form/config/task.json,formal_run_01: formal runner summary; archived incomplete attempts excluded,PASS,PASS,recorded_automatic_result; no applicable confirmed rescoring record located,1,1,selected-attempt result.json; no new scoring or reinterpretation,15,984.314,done,2,android+linux,android_0:android;linux_0:linux,worker-worktrees/all-task-update-intergration-sync-20260826/runs/kimi-k2.6-lite/core200_20260826/experiment_metadata.json,worker-worktrees/all-task-update-intergration-sync-20260826/runs/kimi-k2.6-lite/core200_20260826/run_01/summary.json,worker-worktrees/all-task-update-intergration-sync-20260826/runs/kimi-k2.6-lite/core200_20260826/run_01/023_al_camera_web_upload_form/result.json,1e053e2cf7955b4a2c4aafbe5136ea918276eaec,completed,formal_run_01,true,true,true,true
