model,baseline_key,task_id,lite_index,selected_attempt,run_ref,task_version,result_basis,raw_result,adopted_result,evaluation_status,raw_score,adopted_score,score_basis,steps,duration,termination_reason,summary_termination_reason,recorded_run_status,returncode,device_count,device_types,device_instances,metadata_ref,materialized_task_ref,result_ref,evaluator_trace_ref,trajectory_ref,run_metadata_ref,time_limited,environment_actions,coordination_rounds,summary_ref,case_id,case_use,interpretation_note
Gemini 3.1 Pro Preview,gemini,linux_android_smarthome_005,95,095_linux_android_smarthome_005,runs/core200-rerun-20260826/gemini-3.1-pro-preview-lite/PC-20260130VLZZ/run_01/095_linux_android_smarthome_005,unknown; historical config/task.json retained,formal run_01 summary.records selection; matching result.json,FAIL,FAIL,recorded_automatic; no applicable confirmed adjudication located; not reaudited,0.75,0.75,selected attempt recorded automatic score; no rescoring,25,1040.735,done,done,completed,1,3,android+home+linux,"[{""id"":""linux_0"",""type"":""linux""},{""id"":""android_0"",""type"":""android""},{""id"":""home_0"",""type"":""home""}]",runs/core200-rerun-20260826/gemini-3.1-pro-preview-lite/PC-20260130VLZZ/run_01/095_linux_android_smarthome_005/config/task.json,runs/core200-rerun-20260826/gemini-3.1-pro-preview-lite/PC-20260130VLZZ/run_01/095_linux_android_smarthome_005/config/materialized_task.json,runs/core200-rerun-20260826/gemini-3.1-pro-preview-lite/PC-20260130VLZZ/run_01/095_linux_android_smarthome_005/result.json,runs/core200-rerun-20260826/gemini-3.1-pro-preview-lite/PC-20260130VLZZ/run_01/095_linux_android_smarthome_005/evaluator_trace.json,runs/core200-rerun-20260826/gemini-3.1-pro-preview-lite/PC-20260130VLZZ/run_01/095_linux_android_smarthome_005/trajectory.json,runs/core200-rerun-20260826/gemini-3.1-pro-preview-lite/PC-20260130VLZZ/run_01/run_metadata.json,False,,,runs/core200-rerun-20260826/gemini-3.1-pro-preview-lite/PC-20260130VLZZ/run_01/summary.json,,not_close_read,
Gemini 3.1 Pro Preview,gemini,linux_android_smarthome_422,96,096_linux_android_smarthome_422,runs/core200-rerun-20260826/gemini-3.1-pro-preview-lite/PC-20260130VLZZ/run_01/096_linux_android_smarthome_422,unknown; historical config/task.json retained,formal run_01 summary.records selection; matching result.json,FAIL,FAIL,recorded_automatic; no applicable confirmed adjudication located; not reaudited,0.5,0.5,selected attempt recorded automatic score; no rescoring,34,1842.766,time_limit,time_limit,completed,1,4,android+home+linux,"[{""id"":""linux_0"",""type"":""linux""},{""id"":""android_0"",""type"":""android""},{""id"":""android_1"",""type"":""android""},{""id"":""home_0"",""type"":""home""}]",runs/core200-rerun-20260826/gemini-3.1-pro-preview-lite/PC-20260130VLZZ/run_01/096_linux_android_smarthome_422/config/task.json,runs/core200-rerun-20260826/gemini-3.1-pro-preview-lite/PC-20260130VLZZ/run_01/096_linux_android_smarthome_422/config/materialized_task.json,runs/core200-rerun-20260826/gemini-3.1-pro-preview-lite/PC-20260130VLZZ/run_01/096_linux_android_smarthome_422/result.json,runs/core200-rerun-20260826/gemini-3.1-pro-preview-lite/PC-20260130VLZZ/run_01/096_linux_android_smarthome_422/evaluator_trace.json,runs/core200-rerun-20260826/gemini-3.1-pro-preview-lite/PC-20260130VLZZ/run_01/096_linux_android_smarthome_422/trajectory.json,runs/core200-rerun-20260826/gemini-3.1-pro-preview-lite/PC-20260130VLZZ/run_01/run_metadata.json,True,,,runs/core200-rerun-20260826/gemini-3.1-pro-preview-lite/PC-20260130VLZZ/run_01/summary.json,,not_close_read,
Gemini 3.1 Pro Preview,gemini,linux_android_smarthome_439,97,097_linux_android_smarthome_439,runs/core200-rerun-20260826/gemini-3.1-pro-preview-lite/PC-20260130VLZZ/run_01/097_linux_android_smarthome_439,unknown; historical config/task.json retained,formal run_01 summary.records selection; matching result.json,FAIL,FAIL,recorded_automatic; no applicable confirmed adjudication located; not reaudited,0.5,0.5,selected attempt recorded automatic score; no rescoring,50,1673.375,max_steps,max_steps,completed,1,4,android+home+linux,"[{""id"":""linux_0"",""type"":""linux""},{""id"":""android_0"",""type"":""android""},{""id"":""android_1"",""type"":""android""},{""id"":""home_0"",""type"":""home""}]",runs/core200-rerun-20260826/gemini-3.1-pro-preview-lite/PC-20260130VLZZ/run_01/097_linux_android_smarthome_439/config/task.json,runs/core200-rerun-20260826/gemini-3.1-pro-preview-lite/PC-20260130VLZZ/run_01/097_linux_android_smarthome_439/config/materialized_task.json,runs/core200-rerun-20260826/gemini-3.1-pro-preview-lite/PC-20260130VLZZ/run_01/097_linux_android_smarthome_439/result.json,runs/core200-rerun-20260826/gemini-3.1-pro-preview-lite/PC-20260130VLZZ/run_01/097_linux_android_smarthome_439/evaluator_trace.json,runs/core200-rerun-20260826/gemini-3.1-pro-preview-lite/PC-20260130VLZZ/run_01/097_linux_android_smarthome_439/trajectory.json,runs/core200-rerun-20260826/gemini-3.1-pro-preview-lite/PC-20260130VLZZ/run_01/run_metadata.json,False,,,runs/core200-rerun-20260826/gemini-3.1-pro-preview-lite/PC-20260130VLZZ/run_01/summary.json,,not_close_read,
Gemini 3.1 Pro Preview,gemini,linux_android_smarthome_457,98,098_linux_android_smarthome_457,runs/core200-rerun-20260826/gemini-3.1-pro-preview-lite/PC-20260130VLZZ/run_01/098_linux_android_smarthome_457,unknown; historical config/task.json retained,formal run_01 summary.records selection; matching result.json,FAIL,FAIL,recorded_automatic; no applicable confirmed adjudication located; not reaudited,0.0,0.0,selected attempt recorded automatic score; no rescoring,50,1261.125,max_steps,max_steps,completed,1,4,android+home+linux,"[{""id"":""linux_0"",""type"":""linux""},{""id"":""android_0"",""type"":""android""},{""id"":""android_1"",""type"":""android""},{""id"":""home_0"",""type"":""home""}]",runs/core200-rerun-20260826/gemini-3.1-pro-preview-lite/PC-20260130VLZZ/run_01/098_linux_android_smarthome_457/config/task.json,runs/core200-rerun-20260826/gemini-3.1-pro-preview-lite/PC-20260130VLZZ/run_01/098_linux_android_smarthome_457/config/materialized_task.json,runs/core200-rerun-20260826/gemini-3.1-pro-preview-lite/PC-20260130VLZZ/run_01/098_linux_android_smarthome_457/result.json,runs/core200-rerun-20260826/gemini-3.1-pro-preview-lite/PC-20260130VLZZ/run_01/098_linux_android_smarthome_457/evaluator_trace.json,runs/core200-rerun-20260826/gemini-3.1-pro-preview-lite/PC-20260130VLZZ/run_01/098_linux_android_smarthome_457/trajectory.json,runs/core200-rerun-20260826/gemini-3.1-pro-preview-lite/PC-20260130VLZZ/run_01/run_metadata.json,False,,,runs/core200-rerun-20260826/gemini-3.1-pro-preview-lite/PC-20260130VLZZ/run_01/summary.json,,not_close_read,
Gemini 3.1 Pro Preview,gemini,linux_android_smarthome_609,99,099_linux_android_smarthome_609,runs/core200-rerun-20260826/gemini-3.1-pro-preview-lite/PC-20260130VLZZ/run_01/099_linux_android_smarthome_609,unknown; historical config/task.json retained,formal run_01 summary.records selection; matching result.json,FAIL,FAIL,recorded_automatic; no applicable confirmed adjudication located; not reaudited,0.5,0.5,selected attempt recorded automatic score; no rescoring,50,1058.5,max_steps,max_steps,completed,1,4,android+home+linux,"[{""id"":""linux_0"",""type"":""linux""},{""id"":""android_0"",""type"":""android""},{""id"":""android_1"",""type"":""android""},{""id"":""home_0"",""type"":""home""}]",runs/core200-rerun-20260826/gemini-3.1-pro-preview-lite/PC-20260130VLZZ/run_01/099_linux_android_smarthome_609/config/task.json,runs/core200-rerun-20260826/gemini-3.1-pro-preview-lite/PC-20260130VLZZ/run_01/099_linux_android_smarthome_609/config/materialized_task.json,runs/core200-rerun-20260826/gemini-3.1-pro-preview-lite/PC-20260130VLZZ/run_01/099_linux_android_smarthome_609/result.json,runs/core200-rerun-20260826/gemini-3.1-pro-preview-lite/PC-20260130VLZZ/run_01/099_linux_android_smarthome_609/evaluator_trace.json,runs/core200-rerun-20260826/gemini-3.1-pro-preview-lite/PC-20260130VLZZ/run_01/099_linux_android_smarthome_609/trajectory.json,runs/core200-rerun-20260826/gemini-3.1-pro-preview-lite/PC-20260130VLZZ/run_01/run_metadata.json,False,,,runs/core200-rerun-20260826/gemini-3.1-pro-preview-lite/PC-20260130VLZZ/run_01/summary.json,,not_close_read,
Gemini 3.1 Pro Preview,gemini,linux_android_smarthome_877,100,100_linux_android_smarthome_877,runs/core200-rerun-20260826/gemini-3.1-pro-preview-lite/PC-20260130VLZZ/run_01/100_linux_android_smarthome_877,unknown; historical config/task.json retained,formal run_01 summary.records selection; matching result.json,FAIL,FAIL,recorded_automatic; no applicable confirmed adjudication located; not reaudited,0.5,0.5,selected attempt recorded automatic score; no rescoring,50,1618.875,max_steps,max_steps,completed,1,4,android+home+linux,"[{""id"":""linux_0"",""type"":""linux""},{""id"":""linux_1"",""type"":""linux""},{""id"":""android_0"",""type"":""android""},{""id"":""home_0"",""type"":""home""}]",runs/core200-rerun-20260826/gemini-3.1-pro-preview-lite/PC-20260130VLZZ/run_01/100_linux_android_smarthome_877/config/task.json,runs/core200-rerun-20260826/gemini-3.1-pro-preview-lite/PC-20260130VLZZ/run_01/100_linux_android_smarthome_877/config/materialized_task.json,runs/core200-rerun-20260826/gemini-3.1-pro-preview-lite/PC-20260130VLZZ/run_01/100_linux_android_smarthome_877/result.json,runs/core200-rerun-20260826/gemini-3.1-pro-preview-lite/PC-20260130VLZZ/run_01/100_linux_android_smarthome_877/evaluator_trace.json,runs/core200-rerun-20260826/gemini-3.1-pro-preview-lite/PC-20260130VLZZ/run_01/100_linux_android_smarthome_877/trajectory.json,runs/core200-rerun-20260826/gemini-3.1-pro-preview-lite/PC-20260130VLZZ/run_01/run_metadata.json,False,,,runs/core200-rerun-20260826/gemini-3.1-pro-preview-lite/PC-20260130VLZZ/run_01/summary.json,,not_close_read,
Gemini 3.1 Pro Preview,gemini,linux_android_smarthome_472,101,101_linux_android_smarthome_472,runs/core200-rerun-20260826/gemini-3.1-pro-preview-lite/PC-20260130VLZZ/run_01/101_linux_android_smarthome_472,unknown; historical config/task.json retained,formal run_01 summary.records selection; matching result.json,FAIL,FAIL,recorded_automatic; no applicable confirmed adjudication located; not reaudited,0.5,0.5,selected attempt recorded automatic score; no rescoring,50,940.609,max_steps,max_steps,completed,1,4,android+home+linux,"[{""id"":""linux_0"",""type"":""linux""},{""id"":""android_0"",""type"":""android""},{""id"":""android_1"",""type"":""android""},{""id"":""home_0"",""type"":""home""}]",runs/core200-rerun-20260826/gemini-3.1-pro-preview-lite/PC-20260130VLZZ/run_01/101_linux_android_smarthome_472/config/task.json,runs/core200-rerun-20260826/gemini-3.1-pro-preview-lite/PC-20260130VLZZ/run_01/101_linux_android_smarthome_472/config/materialized_task.json,runs/core200-rerun-20260826/gemini-3.1-pro-preview-lite/PC-20260130VLZZ/run_01/101_linux_android_smarthome_472/result.json,runs/core200-rerun-20260826/gemini-3.1-pro-preview-lite/PC-20260130VLZZ/run_01/101_linux_android_smarthome_472/evaluator_trace.json,runs/core200-rerun-20260826/gemini-3.1-pro-preview-lite/PC-20260130VLZZ/run_01/101_linux_android_smarthome_472/trajectory.json,runs/core200-rerun-20260826/gemini-3.1-pro-preview-lite/PC-20260130VLZZ/run_01/run_metadata.json,False,,,runs/core200-rerun-20260826/gemini-3.1-pro-preview-lite/PC-20260130VLZZ/run_01/summary.json,,not_close_read,
Gemini 3.1 Pro Preview,gemini,linux_android_smarthome_909,102,102_linux_android_smarthome_909,runs/core200-rerun-20260826/gemini-3.1-pro-preview-lite/PC-20260130VLZZ/run_01/102_linux_android_smarthome_909,unknown; historical config/task.json retained,formal run_01 summary.records selection; matching result.json,FAIL,FAIL,recorded_automatic; no applicable confirmed adjudication located; not reaudited,0.3333333333333333,0.3333333333333333,selected attempt recorded automatic score; no rescoring,39,1900.39,time_limit,time_limit,completed,1,4,android+home+linux,"[{""id"":""linux_0"",""type"":""linux""},{""id"":""linux_1"",""type"":""linux""},{""id"":""android_0"",""type"":""android""},{""id"":""home_0"",""type"":""home""}]",runs/core200-rerun-20260826/gemini-3.1-pro-preview-lite/PC-20260130VLZZ/run_01/102_linux_android_smarthome_909/config/task.json,runs/core200-rerun-20260826/gemini-3.1-pro-preview-lite/PC-20260130VLZZ/run_01/102_linux_android_smarthome_909/config/materialized_task.json,runs/core200-rerun-20260826/gemini-3.1-pro-preview-lite/PC-20260130VLZZ/run_01/102_linux_android_smarthome_909/result.json,runs/core200-rerun-20260826/gemini-3.1-pro-preview-lite/PC-20260130VLZZ/run_01/102_linux_android_smarthome_909/evaluator_trace.json,runs/core200-rerun-20260826/gemini-3.1-pro-preview-lite/PC-20260130VLZZ/run_01/102_linux_android_smarthome_909/trajectory.json,runs/core200-rerun-20260826/gemini-3.1-pro-preview-lite/PC-20260130VLZZ/run_01/run_metadata.json,True,,,runs/core200-rerun-20260826/gemini-3.1-pro-preview-lite/PC-20260130VLZZ/run_01/summary.json,,not_close_read,
Gemini 3.1 Pro Preview,gemini,linux_android_smarthome_287,103,103_linux_android_smarthome_287,runs/core200-rerun-20260826/gemini-3.1-pro-preview-lite/PC-20260130VLZZ/run_01/103_linux_android_smarthome_287,unknown; historical config/task.json retained,formal run_01 summary.records selection; matching result.json,FAIL,FAIL,recorded_automatic; no applicable confirmed adjudication located; not reaudited,0.5,0.5,selected attempt recorded automatic score; no rescoring,20,482.469,done,done,completed,1,3,android+home+linux,"[{""id"":""linux_0"",""type"":""linux""},{""id"":""android_0"",""type"":""android""},{""id"":""home_0"",""type"":""home""}]",runs/core200-rerun-20260826/gemini-3.1-pro-preview-lite/PC-20260130VLZZ/run_01/103_linux_android_smarthome_287/config/task.json,runs/core200-rerun-20260826/gemini-3.1-pro-preview-lite/PC-20260130VLZZ/run_01/103_linux_android_smarthome_287/config/materialized_task.json,runs/core200-rerun-20260826/gemini-3.1-pro-preview-lite/PC-20260130VLZZ/run_01/103_linux_android_smarthome_287/result.json,runs/core200-rerun-20260826/gemini-3.1-pro-preview-lite/PC-20260130VLZZ/run_01/103_linux_android_smarthome_287/evaluator_trace.json,runs/core200-rerun-20260826/gemini-3.1-pro-preview-lite/PC-20260130VLZZ/run_01/103_linux_android_smarthome_287/trajectory.json,runs/core200-rerun-20260826/gemini-3.1-pro-preview-lite/PC-20260130VLZZ/run_01/run_metadata.json,False,,,runs/core200-rerun-20260826/gemini-3.1-pro-preview-lite/PC-20260130VLZZ/run_01/summary.json,,not_close_read,
Gemini 3.1 Pro Preview,gemini,linux_android_smarthome_470,104,104_linux_android_smarthome_470,runs/core200-rerun-20260826/gemini-3.1-pro-preview-lite/PC-20260130VLZZ/run_01/104_linux_android_smarthome_470,unknown; historical config/task.json retained,formal run_01 summary.records selection; matching result.json,PASS,PASS,recorded_automatic; no applicable confirmed adjudication located; not reaudited,1.0,1.0,selected attempt recorded automatic score; no rescoring,12,539.984,done,done,completed,0,4,android+home+linux,"[{""id"":""linux_0"",""type"":""linux""},{""id"":""android_0"",""type"":""android""},{""id"":""android_1"",""type"":""android""},{""id"":""home_0"",""type"":""home""}]",runs/core200-rerun-20260826/gemini-3.1-pro-preview-lite/PC-20260130VLZZ/run_01/104_linux_android_smarthome_470/config/task.json,runs/core200-rerun-20260826/gemini-3.1-pro-preview-lite/PC-20260130VLZZ/run_01/104_linux_android_smarthome_470/config/materialized_task.json,runs/core200-rerun-20260826/gemini-3.1-pro-preview-lite/PC-20260130VLZZ/run_01/104_linux_android_smarthome_470/result.json,runs/core200-rerun-20260826/gemini-3.1-pro-preview-lite/PC-20260130VLZZ/run_01/104_linux_android_smarthome_470/evaluator_trace.json,runs/core200-rerun-20260826/gemini-3.1-pro-preview-lite/PC-20260130VLZZ/run_01/104_linux_android_smarthome_470/trajectory.json,runs/core200-rerun-20260826/gemini-3.1-pro-preview-lite/PC-20260130VLZZ/run_01/run_metadata.json,False,,,runs/core200-rerun-20260826/gemini-3.1-pro-preview-lite/PC-20260130VLZZ/run_01/summary.json,,not_close_read,
Gemini 3.1 Pro Preview,gemini,linux_android_smarthome_941,105,105_linux_android_smarthome_941,runs/core200-rerun-20260826/gemini-3.1-pro-preview-lite/PC-20260130VLZZ/run_01/105_linux_android_smarthome_941,unknown; historical config/task.json retained,formal run_01 summary.records selection; matching result.json,FAIL,FAIL,recorded_automatic; no applicable confirmed adjudication located; not reaudited,0.3333333333333333,0.3333333333333333,selected attempt recorded automatic score; no rescoring,19,1235.391,done,done,completed,1,4,android+home+linux,"[{""id"":""linux_0"",""type"":""linux""},{""id"":""linux_1"",""type"":""linux""},{""id"":""android_0"",""type"":""android""},{""id"":""home_0"",""type"":""home""}]",runs/core200-rerun-20260826/gemini-3.1-pro-preview-lite/PC-20260130VLZZ/run_01/105_linux_android_smarthome_941/config/task.json,runs/core200-rerun-20260826/gemini-3.1-pro-preview-lite/PC-20260130VLZZ/run_01/105_linux_android_smarthome_941/config/materialized_task.json,runs/core200-rerun-20260826/gemini-3.1-pro-preview-lite/PC-20260130VLZZ/run_01/105_linux_android_smarthome_941/result.json,runs/core200-rerun-20260826/gemini-3.1-pro-preview-lite/PC-20260130VLZZ/run_01/105_linux_android_smarthome_941/evaluator_trace.json,runs/core200-rerun-20260826/gemini-3.1-pro-preview-lite/PC-20260130VLZZ/run_01/105_linux_android_smarthome_941/trajectory.json,runs/core200-rerun-20260826/gemini-3.1-pro-preview-lite/PC-20260130VLZZ/run_01/run_metadata.json,False,,,runs/core200-rerun-20260826/gemini-3.1-pro-preview-lite/PC-20260130VLZZ/run_01/summary.json,,not_close_read,
Gemini 3.1 Pro Preview,gemini,linux_smarthome_454,106,106_linux_smarthome_454,runs/core200-rerun-20260826/gemini-3.1-pro-preview-lite/PC-20260130VLZZ/run_01/106_linux_smarthome_454,unknown; historical config/task.json retained,formal run_01 summary.records selection; matching result.json,PASS,PASS,recorded_automatic; no applicable confirmed adjudication located; not reaudited,1.0,1.0,selected attempt recorded automatic score; no rescoring,12,358.703,done,done,completed,0,2,home+linux,"[{""id"":""linux_0"",""type"":""linux""},{""id"":""home_0"",""type"":""home""}]",runs/core200-rerun-20260826/gemini-3.1-pro-preview-lite/PC-20260130VLZZ/run_01/106_linux_smarthome_454/config/task.json,runs/core200-rerun-20260826/gemini-3.1-pro-preview-lite/PC-20260130VLZZ/run_01/106_linux_smarthome_454/config/materialized_task.json,runs/core200-rerun-20260826/gemini-3.1-pro-preview-lite/PC-20260130VLZZ/run_01/106_linux_smarthome_454/result.json,runs/core200-rerun-20260826/gemini-3.1-pro-preview-lite/PC-20260130VLZZ/run_01/106_linux_smarthome_454/evaluator_trace.json,runs/core200-rerun-20260826/gemini-3.1-pro-preview-lite/PC-20260130VLZZ/run_01/106_linux_smarthome_454/trajectory.json,runs/core200-rerun-20260826/gemini-3.1-pro-preview-lite/PC-20260130VLZZ/run_01/run_metadata.json,False,,,runs/core200-rerun-20260826/gemini-3.1-pro-preview-lite/PC-20260130VLZZ/run_01/summary.json,,not_close_read,
Gemini 3.1 Pro Preview,gemini,linux_smarthome_350,107,107_linux_smarthome_350,runs/core200-rerun-20260826/gemini-3.1-pro-preview-lite/PC-20260130VLZZ/run_01/107_linux_smarthome_350,unknown; historical config/task.json retained,formal run_01 summary.records selection; matching result.json,PASS,PASS,recorded_automatic; no applicable confirmed adjudication located; not reaudited,1.0,1.0,selected attempt recorded automatic score; no rescoring,4,209.032,done,done,completed,0,2,home+linux,"[{""id"":""linux_0"",""type"":""linux""},{""id"":""home_0"",""type"":""home""}]",runs/core200-rerun-20260826/gemini-3.1-pro-preview-lite/PC-20260130VLZZ/run_01/107_linux_smarthome_350/config/task.json,runs/core200-rerun-20260826/gemini-3.1-pro-preview-lite/PC-20260130VLZZ/run_01/107_linux_smarthome_350/config/materialized_task.json,runs/core200-rerun-20260826/gemini-3.1-pro-preview-lite/PC-20260130VLZZ/run_01/107_linux_smarthome_350/result.json,runs/core200-rerun-20260826/gemini-3.1-pro-preview-lite/PC-20260130VLZZ/run_01/107_linux_smarthome_350/evaluator_trace.json,runs/core200-rerun-20260826/gemini-3.1-pro-preview-lite/PC-20260130VLZZ/run_01/107_linux_smarthome_350/trajectory.json,runs/core200-rerun-20260826/gemini-3.1-pro-preview-lite/PC-20260130VLZZ/run_01/run_metadata.json,False,,,runs/core200-rerun-20260826/gemini-3.1-pro-preview-lite/PC-20260130VLZZ/run_01/summary.json,,not_close_read,
Gemini 3.1 Pro Preview,gemini,linux_smarthome_520,108,108_linux_smarthome_520,runs/core200-rerun-20260826/gemini-3.1-pro-preview-lite/PC-20260130VLZZ/run_01/108_linux_smarthome_520,unknown; historical config/task.json retained,formal run_01 summary.records selection; matching result.json,FAIL,FAIL,recorded_automatic; no applicable confirmed adjudication located; not reaudited,0.5,0.5,selected attempt recorded automatic score; no rescoring,7,304.485,done,done,completed,1,3,home+linux,"[{""id"":""linux_0"",""type"":""linux""},{""id"":""linux_1"",""type"":""linux""},{""id"":""home_0"",""type"":""home""}]",runs/core200-rerun-20260826/gemini-3.1-pro-preview-lite/PC-20260130VLZZ/run_01/108_linux_smarthome_520/config/task.json,runs/core200-rerun-20260826/gemini-3.1-pro-preview-lite/PC-20260130VLZZ/run_01/108_linux_smarthome_520/config/materialized_task.json,runs/core200-rerun-20260826/gemini-3.1-pro-preview-lite/PC-20260130VLZZ/run_01/108_linux_smarthome_520/result.json,runs/core200-rerun-20260826/gemini-3.1-pro-preview-lite/PC-20260130VLZZ/run_01/108_linux_smarthome_520/evaluator_trace.json,runs/core200-rerun-20260826/gemini-3.1-pro-preview-lite/PC-20260130VLZZ/run_01/108_linux_smarthome_520/trajectory.json,runs/core200-rerun-20260826/gemini-3.1-pro-preview-lite/PC-20260130VLZZ/run_01/run_metadata.json,False,,,runs/core200-rerun-20260826/gemini-3.1-pro-preview-lite/PC-20260130VLZZ/run_01/summary.json,,not_close_read,
Gemini 3.1 Pro Preview,gemini,linux_smarthome_098,109,109_linux_smarthome_098,runs/core200-rerun-20260826/gemini-3.1-pro-preview-lite/PC-20260130VLZZ/run_01/109_linux_smarthome_098,unknown; historical config/task.json retained,formal run_01 summary.records selection; matching result.json,PASS,PASS,recorded_automatic; no applicable confirmed adjudication located; not reaudited,1.0,1.0,selected attempt recorded automatic score; no rescoring,4,201.719,done,done,completed,0,2,home+linux,"[{""id"":""linux_0"",""type"":""linux""},{""id"":""home_0"",""type"":""home""}]",runs/core200-rerun-20260826/gemini-3.1-pro-preview-lite/PC-20260130VLZZ/run_01/109_linux_smarthome_098/config/task.json,runs/core200-rerun-20260826/gemini-3.1-pro-preview-lite/PC-20260130VLZZ/run_01/109_linux_smarthome_098/config/materialized_task.json,runs/core200-rerun-20260826/gemini-3.1-pro-preview-lite/PC-20260130VLZZ/run_01/109_linux_smarthome_098/result.json,runs/core200-rerun-20260826/gemini-3.1-pro-preview-lite/PC-20260130VLZZ/run_01/109_linux_smarthome_098/evaluator_trace.json,runs/core200-rerun-20260826/gemini-3.1-pro-preview-lite/PC-20260130VLZZ/run_01/109_linux_smarthome_098/trajectory.json,runs/core200-rerun-20260826/gemini-3.1-pro-preview-lite/PC-20260130VLZZ/run_01/run_metadata.json,False,,,runs/core200-rerun-20260826/gemini-3.1-pro-preview-lite/PC-20260130VLZZ/run_01/summary.json,,not_close_read,
Gemini 3.1 Pro Preview,gemini,linux_smarthome_387,110,110_linux_smarthome_387,runs/core200-rerun-20260826/gemini-3.1-pro-preview-lite/PC-20260130VLZZ/run_01/110_linux_smarthome_387,unknown; historical config/task.json retained,formal run_01 summary.records selection; matching result.json,FAIL,FAIL,recorded_automatic; no applicable confirmed adjudication located; not reaudited,0.5,0.5,selected attempt recorded automatic score; no rescoring,12,559.907,done,done,completed,1,2,home+linux,"[{""id"":""linux_0"",""type"":""linux""},{""id"":""home_0"",""type"":""home""}]",runs/core200-rerun-20260826/gemini-3.1-pro-preview-lite/PC-20260130VLZZ/run_01/110_linux_smarthome_387/config/task.json,runs/core200-rerun-20260826/gemini-3.1-pro-preview-lite/PC-20260130VLZZ/run_01/110_linux_smarthome_387/config/materialized_task.json,runs/core200-rerun-20260826/gemini-3.1-pro-preview-lite/PC-20260130VLZZ/run_01/110_linux_smarthome_387/result.json,runs/core200-rerun-20260826/gemini-3.1-pro-preview-lite/PC-20260130VLZZ/run_01/110_linux_smarthome_387/evaluator_trace.json,runs/core200-rerun-20260826/gemini-3.1-pro-preview-lite/PC-20260130VLZZ/run_01/110_linux_smarthome_387/trajectory.json,runs/core200-rerun-20260826/gemini-3.1-pro-preview-lite/PC-20260130VLZZ/run_01/run_metadata.json,False,,,runs/core200-rerun-20260826/gemini-3.1-pro-preview-lite/PC-20260130VLZZ/run_01/summary.json,,not_close_read,
Gemini 3.1 Pro Preview,gemini,linux_smarthome_606,111,111_linux_smarthome_606,runs/core200-rerun-20260826/gemini-3.1-pro-preview-lite/PC-20260130VLZZ/run_01/111_linux_smarthome_606,unknown; historical config/task.json retained,formal run_01 summary.records selection; matching result.json,FAIL,FAIL,recorded_automatic; no applicable confirmed adjudication located; not reaudited,0.0,0.0,selected attempt recorded automatic score; no rescoring,7,310.593,done,done,completed,1,3,home+linux,"[{""id"":""linux_0"",""type"":""linux""},{""id"":""linux_1"",""type"":""linux""},{""id"":""home_0"",""type"":""home""}]",runs/core200-rerun-20260826/gemini-3.1-pro-preview-lite/PC-20260130VLZZ/run_01/111_linux_smarthome_606/config/task.json,runs/core200-rerun-20260826/gemini-3.1-pro-preview-lite/PC-20260130VLZZ/run_01/111_linux_smarthome_606/config/materialized_task.json,runs/core200-rerun-20260826/gemini-3.1-pro-preview-lite/PC-20260130VLZZ/run_01/111_linux_smarthome_606/result.json,runs/core200-rerun-20260826/gemini-3.1-pro-preview-lite/PC-20260130VLZZ/run_01/111_linux_smarthome_606/evaluator_trace.json,runs/core200-rerun-20260826/gemini-3.1-pro-preview-lite/PC-20260130VLZZ/run_01/111_linux_smarthome_606/trajectory.json,runs/core200-rerun-20260826/gemini-3.1-pro-preview-lite/PC-20260130VLZZ/run_01/run_metadata.json,False,,,runs/core200-rerun-20260826/gemini-3.1-pro-preview-lite/PC-20260130VLZZ/run_01/summary.json,,not_close_read,
Gemini 3.1 Pro Preview,gemini,linux_smarthome_378,112,112_linux_smarthome_378,runs/core200-rerun-20260826/gemini-3.1-pro-preview-lite/PC-20260130VLZZ/run_01/112_linux_smarthome_378,unknown; historical config/task.json retained,formal run_01 summary.records selection; matching result.json,PASS,PASS,recorded_automatic; no applicable confirmed adjudication located; not reaudited,1.0,1.0,selected attempt recorded automatic score; no rescoring,7,291.078,done,done,completed,0,2,home+linux,"[{""id"":""linux_0"",""type"":""linux""},{""id"":""home_0"",""type"":""home""}]",runs/core200-rerun-20260826/gemini-3.1-pro-preview-lite/PC-20260130VLZZ/run_01/112_linux_smarthome_378/config/task.json,runs/core200-rerun-20260826/gemini-3.1-pro-preview-lite/PC-20260130VLZZ/run_01/112_linux_smarthome_378/config/materialized_task.json,runs/core200-rerun-20260826/gemini-3.1-pro-preview-lite/PC-20260130VLZZ/run_01/112_linux_smarthome_378/result.json,runs/core200-rerun-20260826/gemini-3.1-pro-preview-lite/PC-20260130VLZZ/run_01/112_linux_smarthome_378/evaluator_trace.json,runs/core200-rerun-20260826/gemini-3.1-pro-preview-lite/PC-20260130VLZZ/run_01/112_linux_smarthome_378/trajectory.json,runs/core200-rerun-20260826/gemini-3.1-pro-preview-lite/PC-20260130VLZZ/run_01/run_metadata.json,False,,,runs/core200-rerun-20260826/gemini-3.1-pro-preview-lite/PC-20260130VLZZ/run_01/summary.json,,not_close_read,
