model,task_id,selected_attempt,run_ref,task_version,main_result,main_score,main_result_basis,raw_result,raw_score,raw_result_basis,main_raw_difference,main_prior_approval_ref,supplementary_adjudicated_result,supplementary_adjudicated_score,supplementary_evaluation_status,supplementary_score_basis,steps,duration,termination_reason,device_count,device_types,environment_type_count,device_instances,metadata_ref,selected_run_status,main_binary_status,paired_task_config_status,paired_task_config_ref,supplementary_current_ruling,supplementary_approval_status,supplementary_adjudication_ref,supplementary_adjudication_type,supplementary_reviewer,supplementary_human_reviewed,supplementary_decision_refs,supplementary_ruleset_version,supplementary_pending_condition_count,supplementary_unresolved_condition_count,selection_reason,selection_source_summary,trajectory_path,evaluator_trace_path,history_path,step_limit_reached,wall_time_limit_reached,declared_complete,max_steps,max_duration_s,runtime_version_status,paired_comparison_status,paired_comparison_note
gpt-5.5,linux_android_904,/Users/lht/home/MDCBench/workflow/experiment_worktrees/gpt55-core200-rerun-20260826/runs/gpt-5.5-lite/mdcbench_lite_v1/core200_rerun_20260826_run_01/031_linux_android_904,/Users/lht/home/MDCBench/workflow/experiment_worktrees/gpt55-core200-rerun-20260826/runs/gpt-5.5-lite/mdcbench_lite_v1/core200_rerun_20260826_run_01/031_linux_android_904/result.json,unknown,FAIL,0.6666666666666666,/Users/lht/home/MDCBench/analysis/chatgpt+claude/evaluation_followup/reconciled_task_results.csv :: gpt-5.5|linux_android_904 :: existing_adopted_result / existing_adopted_score (pre-followup main table),FAIL,0.6666666666666666,/Users/lht/home/MDCBench/workflow/experiment_worktrees/gpt55-core200-rerun-20260826/runs/gpt-5.5-lite/mdcbench_lite_v1/core200_rerun_20260826_run_01/031_linux_android_904/result.json,false,NA,FAIL,0.6666666666666666,not_audited,unchanged_existing_score_no_new_approved_condition; Retain prior adopted score; pending/unresolved proposals are not applied.,37,1290.653,done,4,android+linux,2,android_0:android;android_1:android;linux_0:linux;linux_1:linux,/Users/lht/home/MDCBench/workflow/experiment_worktrees/gpt55-core200-rerun-20260826/runs/gpt-5.5-lite/mdcbench_lite_v1/core200_rerun_20260826_run_01/031_linux_android_904/config/task.json :: devices,available_selected_result,pre_followup_result_not_replaced_by_supplementary_review,equal_frozen_task_json_prior_comparison,/Users/lht/home/MDCBench/analysis_phase1/task_snapshot_comparison.csv :: linux_android_904,not_in_source_audit,no_change_requested,,,,false,,devicesworld.evaluation-review.candidate-v2.2026-09-07,0,0,original_result,/Users/lht/home/MDCBench/workflow/experiment_worktrees/gpt55-core200-rerun-20260826/runs/gpt-5.5-lite/mdcbench_lite_v1/core200_rerun_20260826_run_01/summary.json,/Users/lht/home/MDCBench/workflow/experiment_worktrees/gpt55-core200-rerun-20260826/runs/gpt-5.5-lite/mdcbench_lite_v1/core200_rerun_20260826_run_01/031_linux_android_904/trajectory.json,/Users/lht/home/MDCBench/workflow/experiment_worktrees/gpt55-core200-rerun-20260826/runs/gpt-5.5-lite/mdcbench_lite_v1/core200_rerun_20260826_run_01/031_linux_android_904/evaluator_trace.json,/Users/lht/home/MDCBench/workflow/experiment_worktrees/gpt55-core200-rerun-20260826/runs/gpt-5.5-lite/mdcbench_lite_v1/core200_rerun_20260826_run_01/031_linux_android_904/execution_history.jsonl,False,False,True,50,1800,per_run_full_runtime_snapshot_unknown; frozen task/config/trace available,included_task_config_and_pre_followup_main_result,
gpt-5.5,linux_android_1040,/Users/lht/home/MDCBench/workflow/experiment_worktrees/gpt55-core200-rerun-20260826/runs/gpt-5.5-lite/mdcbench_lite_v1/core200_rerun_20260828_env_helper14_run_01/032_linux_android_1040,/Users/lht/home/MDCBench/workflow/experiment_worktrees/gpt55-core200-rerun-20260826/runs/gpt-5.5-lite/mdcbench_lite_v1/core200_rerun_20260828_env_helper14_run_01/032_linux_android_1040/result.json,unknown,FAIL,0.3333333333333333,/Users/lht/home/MDCBench/analysis/chatgpt+claude/evaluation_followup/reconciled_task_results.csv :: gpt-5.5|linux_android_1040 :: existing_adopted_result / existing_adopted_score (pre-followup main table),FAIL,0.3333333333333333,/Users/lht/home/MDCBench/workflow/experiment_worktrees/gpt55-core200-rerun-20260826/runs/gpt-5.5-lite/mdcbench_lite_v1/core200_rerun_20260828_env_helper14_run_01/032_linux_android_1040/result.json,false,NA,FAIL,0.3333333333333333,not_audited,unchanged_existing_score_no_new_approved_condition; Retain prior adopted score; pending/unresolved proposals are not applied.,50,1040.119,max_steps,3,android+linux,2,android_0:android;android_1:android;linux_0:linux,/Users/lht/home/MDCBench/workflow/experiment_worktrees/gpt55-core200-rerun-20260826/runs/gpt-5.5-lite/mdcbench_lite_v1/core200_rerun_20260828_env_helper14_run_01/032_linux_android_1040/config/task.json :: devices,available_selected_result,pre_followup_result_not_replaced_by_supplementary_review,equal_frozen_task_json_prior_comparison,/Users/lht/home/MDCBench/analysis_phase1/task_snapshot_comparison.csv :: linux_android_1040,not_in_source_audit,no_change_requested,,,,false,,devicesworld.evaluation-review.candidate-v2.2026-09-07,0,0,documented_infrastructure_replacement,/Users/lht/home/MDCBench/workflow/experiment_worktrees/gpt55-core200-rerun-20260826/runs/gpt-5.5-lite/mdcbench_lite_v1/core200_rerun_20260826_run_01/summary.json,/Users/lht/home/MDCBench/workflow/experiment_worktrees/gpt55-core200-rerun-20260826/runs/gpt-5.5-lite/mdcbench_lite_v1/core200_rerun_20260828_env_helper14_run_01/032_linux_android_1040/trajectory.json,/Users/lht/home/MDCBench/workflow/experiment_worktrees/gpt55-core200-rerun-20260826/runs/gpt-5.5-lite/mdcbench_lite_v1/core200_rerun_20260828_env_helper14_run_01/032_linux_android_1040/evaluator_trace.json,/Users/lht/home/MDCBench/workflow/experiment_worktrees/gpt55-core200-rerun-20260826/runs/gpt-5.5-lite/mdcbench_lite_v1/core200_rerun_20260828_env_helper14_run_01/032_linux_android_1040/execution_history.jsonl,True,False,False,50,1800,per_run_full_runtime_snapshot_unknown; frozen task/config/trace available,included_task_config_and_pre_followup_main_result,
gpt-5.5,linux_android_1313,/Users/lht/home/MDCBench/workflow/experiment_worktrees/gpt55-core200-rerun-20260826/runs/gpt-5.5-lite/mdcbench_lite_v1/core200_rerun_20260826_run_01/033_linux_android_1313,/Users/lht/home/MDCBench/workflow/experiment_worktrees/gpt55-core200-rerun-20260826/runs/gpt-5.5-lite/mdcbench_lite_v1/core200_rerun_20260826_run_01/033_linux_android_1313/result.json,unknown,PASS,1,/Users/lht/home/MDCBench/analysis/chatgpt+claude/evaluation_followup/reconciled_task_results.csv :: gpt-5.5|linux_android_1313 :: existing_adopted_result / existing_adopted_score (pre-followup main table),PASS,1,/Users/lht/home/MDCBench/workflow/experiment_worktrees/gpt55-core200-rerun-20260826/runs/gpt-5.5-lite/mdcbench_lite_v1/core200_rerun_20260826_run_01/033_linux_android_1313/result.json,false,NA,PASS,1,not_audited,unchanged_existing_score_no_new_approved_condition; Retain prior adopted score; pending/unresolved proposals are not applied.,8,474.479,done,4,android+linux,2,linux_0:linux;linux_1:linux;android_0:android;android_1:android,/Users/lht/home/MDCBench/workflow/experiment_worktrees/gpt55-core200-rerun-20260826/runs/gpt-5.5-lite/mdcbench_lite_v1/core200_rerun_20260826_run_01/033_linux_android_1313/config/task.json :: devices,available_selected_result,pre_followup_result_not_replaced_by_supplementary_review,equal_frozen_task_json_prior_comparison,/Users/lht/home/MDCBench/analysis_phase1/task_snapshot_comparison.csv :: linux_android_1313,not_in_source_audit,no_change_requested,,,,false,,devicesworld.evaluation-review.candidate-v2.2026-09-07,0,0,original_result,/Users/lht/home/MDCBench/workflow/experiment_worktrees/gpt55-core200-rerun-20260826/runs/gpt-5.5-lite/mdcbench_lite_v1/core200_rerun_20260826_run_01/summary.json,/Users/lht/home/MDCBench/workflow/experiment_worktrees/gpt55-core200-rerun-20260826/runs/gpt-5.5-lite/mdcbench_lite_v1/core200_rerun_20260826_run_01/033_linux_android_1313/trajectory.json,/Users/lht/home/MDCBench/workflow/experiment_worktrees/gpt55-core200-rerun-20260826/runs/gpt-5.5-lite/mdcbench_lite_v1/core200_rerun_20260826_run_01/033_linux_android_1313/evaluator_trace.json,/Users/lht/home/MDCBench/workflow/experiment_worktrees/gpt55-core200-rerun-20260826/runs/gpt-5.5-lite/mdcbench_lite_v1/core200_rerun_20260826_run_01/033_linux_android_1313/execution_history.jsonl,False,False,True,50,1800,per_run_full_runtime_snapshot_unknown; frozen task/config/trace available,included_task_config_and_pre_followup_main_result,
gpt-5.5,linux_android_1798,/Users/lht/home/MDCBench/workflow/experiment_worktrees/gpt55-core200-rerun-20260826/runs/gpt-5.5-lite/mdcbench_lite_v1/core200_rerun_20260826_run_01/034_linux_android_1798,/Users/lht/home/MDCBench/workflow/experiment_worktrees/gpt55-core200-rerun-20260826/runs/gpt-5.5-lite/mdcbench_lite_v1/core200_rerun_20260826_run_01/034_linux_android_1798/result.json,unknown,PASS,1,/Users/lht/home/MDCBench/analysis/chatgpt+claude/evaluation_followup/reconciled_task_results.csv :: gpt-5.5|linux_android_1798 :: existing_adopted_result / existing_adopted_score (pre-followup main table),PASS,1,/Users/lht/home/MDCBench/workflow/experiment_worktrees/gpt55-core200-rerun-20260826/runs/gpt-5.5-lite/mdcbench_lite_v1/core200_rerun_20260826_run_01/034_linux_android_1798/result.json,false,NA,PASS,1,not_audited,unchanged_existing_score_no_new_approved_condition; Retain prior adopted score; pending/unresolved proposals are not applied.,4,388.037,done,3,android+linux,2,android_0:android;linux_0:linux;linux_1:linux,/Users/lht/home/MDCBench/workflow/experiment_worktrees/gpt55-core200-rerun-20260826/runs/gpt-5.5-lite/mdcbench_lite_v1/core200_rerun_20260826_run_01/034_linux_android_1798/config/task.json :: devices,available_selected_result,pre_followup_result_not_replaced_by_supplementary_review,equal_frozen_task_json_prior_comparison,/Users/lht/home/MDCBench/analysis_phase1/task_snapshot_comparison.csv :: linux_android_1798,not_in_source_audit,no_change_requested,,,,false,,devicesworld.evaluation-review.candidate-v2.2026-09-07,0,0,original_result,/Users/lht/home/MDCBench/workflow/experiment_worktrees/gpt55-core200-rerun-20260826/runs/gpt-5.5-lite/mdcbench_lite_v1/core200_rerun_20260826_run_01/summary.json,/Users/lht/home/MDCBench/workflow/experiment_worktrees/gpt55-core200-rerun-20260826/runs/gpt-5.5-lite/mdcbench_lite_v1/core200_rerun_20260826_run_01/034_linux_android_1798/trajectory.json,/Users/lht/home/MDCBench/workflow/experiment_worktrees/gpt55-core200-rerun-20260826/runs/gpt-5.5-lite/mdcbench_lite_v1/core200_rerun_20260826_run_01/034_linux_android_1798/evaluator_trace.json,/Users/lht/home/MDCBench/workflow/experiment_worktrees/gpt55-core200-rerun-20260826/runs/gpt-5.5-lite/mdcbench_lite_v1/core200_rerun_20260826_run_01/034_linux_android_1798/execution_history.jsonl,False,False,True,50,1800,per_run_full_runtime_snapshot_unknown; frozen task/config/trace available,included_task_config_and_pre_followup_main_result,
gpt-5.5,linux_android_1368,/Users/lht/home/MDCBench/workflow/experiment_worktrees/gpt55-core200-rerun-20260826/runs/gpt-5.5-lite/mdcbench_lite_v1/core200_rerun_20260826_run_01/035_linux_android_1368,/Users/lht/home/MDCBench/workflow/experiment_worktrees/gpt55-core200-rerun-20260826/runs/gpt-5.5-lite/mdcbench_lite_v1/core200_rerun_20260826_run_01/035_linux_android_1368/result.json,unknown,FAIL,0.5,/Users/lht/home/MDCBench/analysis/chatgpt+claude/evaluation_followup/reconciled_task_results.csv :: gpt-5.5|linux_android_1368 :: existing_adopted_result / existing_adopted_score (pre-followup main table),FAIL,0.5,/Users/lht/home/MDCBench/workflow/experiment_worktrees/gpt55-core200-rerun-20260826/runs/gpt-5.5-lite/mdcbench_lite_v1/core200_rerun_20260826_run_01/035_linux_android_1368/result.json,false,NA,FAIL,0.5,approved_retain_fail_independent_requirement,unchanged_existing_score_no_new_approved_condition; Retain prior adopted score; pending/unresolved proposals are not applied.,48,1198.432,done,3,android+linux,2,linux_0:linux;android_0:android;android_1:android,/Users/lht/home/MDCBench/workflow/experiment_worktrees/gpt55-core200-rerun-20260826/runs/gpt-5.5-lite/mdcbench_lite_v1/core200_rerun_20260826_run_01/035_linux_android_1368/config/task.json :: devices,available_selected_result,pre_followup_result_not_replaced_by_supplementary_review,equal_frozen_task_json_prior_comparison,/Users/lht/home/MDCBench/analysis_phase1/task_snapshot_comparison.csv :: linux_android_1368,retain_fail,approved_retain_fail,/Users/lht/home/MDCBench/workflow/experiment_worktrees/gpt55-core200-rerun-20260826/docs/plan1/DevicesWorld_scoring_adjudication_20260907.md,user_authorized_ai_material_review,ChatGPT,false,DW-T-GPT-linux_android_1368,devicesworld.evaluation-review.candidate-v2.2026-09-07,0,0,original_result,/Users/lht/home/MDCBench/workflow/experiment_worktrees/gpt55-core200-rerun-20260826/runs/gpt-5.5-lite/mdcbench_lite_v1/core200_rerun_20260826_run_01/summary.json,/Users/lht/home/MDCBench/workflow/experiment_worktrees/gpt55-core200-rerun-20260826/runs/gpt-5.5-lite/mdcbench_lite_v1/core200_rerun_20260826_run_01/035_linux_android_1368/trajectory.json,/Users/lht/home/MDCBench/workflow/experiment_worktrees/gpt55-core200-rerun-20260826/runs/gpt-5.5-lite/mdcbench_lite_v1/core200_rerun_20260826_run_01/035_linux_android_1368/evaluator_trace.json,/Users/lht/home/MDCBench/workflow/experiment_worktrees/gpt55-core200-rerun-20260826/runs/gpt-5.5-lite/mdcbench_lite_v1/core200_rerun_20260826_run_01/035_linux_android_1368/execution_history.jsonl,False,False,True,50,1800,per_run_full_runtime_snapshot_unknown; frozen task/config/trace available,included_task_config_and_pre_followup_main_result,
gpt-5.5,linux_android_1078,/Users/lht/home/MDCBench/workflow/experiment_worktrees/gpt55-core200-rerun-20260826/runs/gpt-5.5-lite/mdcbench_lite_v1/core200_rerun_20260826_run_01/036_linux_android_1078,/Users/lht/home/MDCBench/workflow/experiment_worktrees/gpt55-core200-rerun-20260826/runs/gpt-5.5-lite/mdcbench_lite_v1/core200_rerun_20260826_run_01/036_linux_android_1078/result.json,unknown,FAIL,0.5,/Users/lht/home/MDCBench/analysis/chatgpt+claude/evaluation_followup/reconciled_task_results.csv :: gpt-5.5|linux_android_1078 :: existing_adopted_result / existing_adopted_score (pre-followup main table),FAIL,0.5,/Users/lht/home/MDCBench/workflow/experiment_worktrees/gpt55-core200-rerun-20260826/runs/gpt-5.5-lite/mdcbench_lite_v1/core200_rerun_20260826_run_01/036_linux_android_1078/result.json,false,NA,FAIL,0.5,not_audited,unchanged_existing_score_no_new_approved_condition; Retain prior adopted score; pending/unresolved proposals are not applied.,44,904.402,done,2,android+linux,2,android_0:android;linux_0:linux,/Users/lht/home/MDCBench/workflow/experiment_worktrees/gpt55-core200-rerun-20260826/runs/gpt-5.5-lite/mdcbench_lite_v1/core200_rerun_20260826_run_01/036_linux_android_1078/config/task.json :: devices,available_selected_result,pre_followup_result_not_replaced_by_supplementary_review,equal_frozen_task_json_prior_comparison,/Users/lht/home/MDCBench/analysis_phase1/task_snapshot_comparison.csv :: linux_android_1078,not_in_source_audit,no_change_requested,,,,false,,devicesworld.evaluation-review.candidate-v2.2026-09-07,0,0,original_result,/Users/lht/home/MDCBench/workflow/experiment_worktrees/gpt55-core200-rerun-20260826/runs/gpt-5.5-lite/mdcbench_lite_v1/core200_rerun_20260826_run_01/summary.json,/Users/lht/home/MDCBench/workflow/experiment_worktrees/gpt55-core200-rerun-20260826/runs/gpt-5.5-lite/mdcbench_lite_v1/core200_rerun_20260826_run_01/036_linux_android_1078/trajectory.json,/Users/lht/home/MDCBench/workflow/experiment_worktrees/gpt55-core200-rerun-20260826/runs/gpt-5.5-lite/mdcbench_lite_v1/core200_rerun_20260826_run_01/036_linux_android_1078/evaluator_trace.json,/Users/lht/home/MDCBench/workflow/experiment_worktrees/gpt55-core200-rerun-20260826/runs/gpt-5.5-lite/mdcbench_lite_v1/core200_rerun_20260826_run_01/036_linux_android_1078/execution_history.jsonl,False,False,True,50,1800,per_run_full_runtime_snapshot_unknown; frozen task/config/trace available,included_task_config_and_pre_followup_main_result,
gpt-5.5,linux_android_1255,/Users/lht/home/MDCBench/workflow/experiment_worktrees/gpt55-core200-rerun-20260826/runs/gpt-5.5-lite/mdcbench_lite_v1/core200_rerun_20260826_run_01/037_linux_android_1255,/Users/lht/home/MDCBench/workflow/experiment_worktrees/gpt55-core200-rerun-20260826/runs/gpt-5.5-lite/mdcbench_lite_v1/core200_rerun_20260826_run_01/037_linux_android_1255/result.json,unknown,FAIL,0.3333333333333333,/Users/lht/home/MDCBench/analysis/chatgpt+claude/evaluation_followup/reconciled_task_results.csv :: gpt-5.5|linux_android_1255 :: existing_adopted_result / existing_adopted_score (pre-followup main table),FAIL,0.3333333333333333,/Users/lht/home/MDCBench/workflow/experiment_worktrees/gpt55-core200-rerun-20260826/runs/gpt-5.5-lite/mdcbench_lite_v1/core200_rerun_20260826_run_01/037_linux_android_1255/result.json,false,NA,FAIL,0.3333333333333333,not_audited,unchanged_existing_score_no_new_approved_condition; Retain prior adopted score; pending/unresolved proposals are not applied.,50,1494.053,max_steps,2,android+linux,2,linux_0:linux;android_0:android,/Users/lht/home/MDCBench/workflow/experiment_worktrees/gpt55-core200-rerun-20260826/runs/gpt-5.5-lite/mdcbench_lite_v1/core200_rerun_20260826_run_01/037_linux_android_1255/config/task.json :: devices,available_selected_result,pre_followup_result_not_replaced_by_supplementary_review,equal_frozen_task_json_prior_comparison,/Users/lht/home/MDCBench/analysis_phase1/task_snapshot_comparison.csv :: linux_android_1255,not_in_source_audit,no_change_requested,,,,false,,devicesworld.evaluation-review.candidate-v2.2026-09-07,0,0,original_result,/Users/lht/home/MDCBench/workflow/experiment_worktrees/gpt55-core200-rerun-20260826/runs/gpt-5.5-lite/mdcbench_lite_v1/core200_rerun_20260826_run_01/summary.json,/Users/lht/home/MDCBench/workflow/experiment_worktrees/gpt55-core200-rerun-20260826/runs/gpt-5.5-lite/mdcbench_lite_v1/core200_rerun_20260826_run_01/037_linux_android_1255/trajectory.json,/Users/lht/home/MDCBench/workflow/experiment_worktrees/gpt55-core200-rerun-20260826/runs/gpt-5.5-lite/mdcbench_lite_v1/core200_rerun_20260826_run_01/037_linux_android_1255/evaluator_trace.json,/Users/lht/home/MDCBench/workflow/experiment_worktrees/gpt55-core200-rerun-20260826/runs/gpt-5.5-lite/mdcbench_lite_v1/core200_rerun_20260826_run_01/037_linux_android_1255/execution_history.jsonl,True,False,False,50,1800,per_run_full_runtime_snapshot_unknown; frozen task/config/trace available,included_task_config_and_pre_followup_main_result,
gpt-5.5,linux_android_1241,/Users/lht/home/MDCBench/workflow/experiment_worktrees/gpt55-core200-rerun-20260826/runs/gpt-5.5-lite/mdcbench_lite_v1/core200_rerun_20260826_run_01/038_linux_android_1241,/Users/lht/home/MDCBench/workflow/experiment_worktrees/gpt55-core200-rerun-20260826/runs/gpt-5.5-lite/mdcbench_lite_v1/core200_rerun_20260826_run_01/038_linux_android_1241/result.json,unknown,FAIL,0.4,/Users/lht/home/MDCBench/analysis/chatgpt+claude/evaluation_followup/reconciled_task_results.csv :: gpt-5.5|linux_android_1241 :: existing_adopted_result / existing_adopted_score (pre-followup main table),FAIL,0.4,/Users/lht/home/MDCBench/workflow/experiment_worktrees/gpt55-core200-rerun-20260826/runs/gpt-5.5-lite/mdcbench_lite_v1/core200_rerun_20260826_run_01/038_linux_android_1241/result.json,false,NA,FAIL,0.4,not_audited,unchanged_existing_score_no_new_approved_condition; Retain prior adopted score; pending/unresolved proposals are not applied.,50,1793.907,max_steps,3,android+linux,2,linux_0:linux;linux_1:linux;android_0:android,/Users/lht/home/MDCBench/workflow/experiment_worktrees/gpt55-core200-rerun-20260826/runs/gpt-5.5-lite/mdcbench_lite_v1/core200_rerun_20260826_run_01/038_linux_android_1241/config/task.json :: devices,available_selected_result,pre_followup_result_not_replaced_by_supplementary_review,equal_frozen_task_json_prior_comparison,/Users/lht/home/MDCBench/analysis_phase1/task_snapshot_comparison.csv :: linux_android_1241,not_in_source_audit,no_change_requested,,,,false,,devicesworld.evaluation-review.candidate-v2.2026-09-07,0,0,original_result,/Users/lht/home/MDCBench/workflow/experiment_worktrees/gpt55-core200-rerun-20260826/runs/gpt-5.5-lite/mdcbench_lite_v1/core200_rerun_20260826_run_01/summary.json,/Users/lht/home/MDCBench/workflow/experiment_worktrees/gpt55-core200-rerun-20260826/runs/gpt-5.5-lite/mdcbench_lite_v1/core200_rerun_20260826_run_01/038_linux_android_1241/trajectory.json,/Users/lht/home/MDCBench/workflow/experiment_worktrees/gpt55-core200-rerun-20260826/runs/gpt-5.5-lite/mdcbench_lite_v1/core200_rerun_20260826_run_01/038_linux_android_1241/evaluator_trace.json,/Users/lht/home/MDCBench/workflow/experiment_worktrees/gpt55-core200-rerun-20260826/runs/gpt-5.5-lite/mdcbench_lite_v1/core200_rerun_20260826_run_01/038_linux_android_1241/execution_history.jsonl,True,False,False,50,1800,per_run_full_runtime_snapshot_unknown; frozen task/config/trace available,included_task_config_and_pre_followup_main_result,
gpt-5.5,linux_android_1357,/Users/lht/home/MDCBench/workflow/experiment_worktrees/gpt55-core200-rerun-20260826/runs/gpt-5.5-lite/mdcbench_lite_v1/core200_rerun_20260826_run_01/039_linux_android_1357,/Users/lht/home/MDCBench/workflow/experiment_worktrees/gpt55-core200-rerun-20260826/runs/gpt-5.5-lite/mdcbench_lite_v1/core200_rerun_20260826_run_01/039_linux_android_1357/result.json,unknown,PASS,1,/Users/lht/home/MDCBench/analysis/chatgpt+claude/evaluation_followup/reconciled_task_results.csv :: gpt-5.5|linux_android_1357 :: existing_adopted_result / existing_adopted_score (pre-followup main table),PASS,1,/Users/lht/home/MDCBench/workflow/experiment_worktrees/gpt55-core200-rerun-20260826/runs/gpt-5.5-lite/mdcbench_lite_v1/core200_rerun_20260826_run_01/039_linux_android_1357/result.json,false,NA,PASS,1,not_audited,unchanged_existing_score_no_new_approved_condition; Retain prior adopted score; pending/unresolved proposals are not applied.,31,1660.84,done,3,android+linux,2,linux_0:linux;android_0:android;android_1:android,/Users/lht/home/MDCBench/workflow/experiment_worktrees/gpt55-core200-rerun-20260826/runs/gpt-5.5-lite/mdcbench_lite_v1/core200_rerun_20260826_run_01/039_linux_android_1357/config/task.json :: devices,available_selected_result,pre_followup_result_not_replaced_by_supplementary_review,equal_frozen_task_json_prior_comparison,/Users/lht/home/MDCBench/analysis_phase1/task_snapshot_comparison.csv :: linux_android_1357,not_in_source_audit,no_change_requested,,,,false,,devicesworld.evaluation-review.candidate-v2.2026-09-07,0,0,original_result,/Users/lht/home/MDCBench/workflow/experiment_worktrees/gpt55-core200-rerun-20260826/runs/gpt-5.5-lite/mdcbench_lite_v1/core200_rerun_20260826_run_01/summary.json,/Users/lht/home/MDCBench/workflow/experiment_worktrees/gpt55-core200-rerun-20260826/runs/gpt-5.5-lite/mdcbench_lite_v1/core200_rerun_20260826_run_01/039_linux_android_1357/trajectory.json,/Users/lht/home/MDCBench/workflow/experiment_worktrees/gpt55-core200-rerun-20260826/runs/gpt-5.5-lite/mdcbench_lite_v1/core200_rerun_20260826_run_01/039_linux_android_1357/evaluator_trace.json,/Users/lht/home/MDCBench/workflow/experiment_worktrees/gpt55-core200-rerun-20260826/runs/gpt-5.5-lite/mdcbench_lite_v1/core200_rerun_20260826_run_01/039_linux_android_1357/execution_history.jsonl,False,False,True,50,1800,per_run_full_runtime_snapshot_unknown; frozen task/config/trace available,included_task_config_and_pre_followup_main_result,
gpt-5.5,linux_android_1831,/Users/lht/home/MDCBench/workflow/experiment_worktrees/gpt55-core200-rerun-20260826/runs/gpt-5.5-lite/mdcbench_lite_v1/core200_rerun_20260826_run_01/040_linux_android_1831,/Users/lht/home/MDCBench/workflow/experiment_worktrees/gpt55-core200-rerun-20260826/runs/gpt-5.5-lite/mdcbench_lite_v1/core200_rerun_20260826_run_01/040_linux_android_1831/result.json,unknown,FAIL,0,/Users/lht/home/MDCBench/analysis/chatgpt+claude/evaluation_followup/reconciled_task_results.csv :: gpt-5.5|linux_android_1831 :: existing_adopted_result / existing_adopted_score (pre-followup main table),FAIL,0,/Users/lht/home/MDCBench/workflow/experiment_worktrees/gpt55-core200-rerun-20260826/runs/gpt-5.5-lite/mdcbench_lite_v1/core200_rerun_20260826_run_01/040_linux_android_1831/result.json,false,NA,FAIL,0,not_audited,unchanged_existing_score_no_new_approved_condition; Retain prior adopted score; pending/unresolved proposals are not applied.,47,1815.045,time_limit,2,android+linux,2,android_0:android;linux_0:linux,/Users/lht/home/MDCBench/workflow/experiment_worktrees/gpt55-core200-rerun-20260826/runs/gpt-5.5-lite/mdcbench_lite_v1/core200_rerun_20260826_run_01/040_linux_android_1831/config/task.json :: devices,available_selected_result,pre_followup_result_not_replaced_by_supplementary_review,equal_frozen_task_json_prior_comparison,/Users/lht/home/MDCBench/analysis_phase1/task_snapshot_comparison.csv :: linux_android_1831,not_in_source_audit,no_change_requested,,,,false,,devicesworld.evaluation-review.candidate-v2.2026-09-07,0,0,original_result,/Users/lht/home/MDCBench/workflow/experiment_worktrees/gpt55-core200-rerun-20260826/runs/gpt-5.5-lite/mdcbench_lite_v1/core200_rerun_20260826_run_01/summary.json,/Users/lht/home/MDCBench/workflow/experiment_worktrees/gpt55-core200-rerun-20260826/runs/gpt-5.5-lite/mdcbench_lite_v1/core200_rerun_20260826_run_01/040_linux_android_1831/trajectory.json,/Users/lht/home/MDCBench/workflow/experiment_worktrees/gpt55-core200-rerun-20260826/runs/gpt-5.5-lite/mdcbench_lite_v1/core200_rerun_20260826_run_01/040_linux_android_1831/evaluator_trace.json,/Users/lht/home/MDCBench/workflow/experiment_worktrees/gpt55-core200-rerun-20260826/runs/gpt-5.5-lite/mdcbench_lite_v1/core200_rerun_20260826_run_01/040_linux_android_1831/execution_history.jsonl,False,True,False,50,1800,per_run_full_runtime_snapshot_unknown; frozen task/config/trace available,included_task_config_and_pre_followup_main_result,
